timestamp,name,free_spaces,max_spaces,occupied_spaces
02112023-0936,Liebig-Center,233,250,17
27102023-1945,Liebig-Center,240,250,10
26102023-0936,Liebig-Center,242,250,8
17112023-1626,Liebig-Center,234,250,16
10112023-1831,Liebig-Center,240,250,10
07112023-0930,Liebig-Center,237,250,13
07112023-1835,Liebig-Center,241,250,9
28102023-1535,Liebig-Center,242,250,8
09112023-1431,Liebig-Center,242,250,8
18112023-1929,Liebig-Center,239,250,11
11112023-1600,Liebig-Center,240,250,10
10112023-1750,Liebig-Center,240,250,10
05112023-1046,Liebig-Center,238,250,12
19112023-1000,Liebig-Center,241,250,9
19112023-1214,Liebig-Center,239,250,11
07112023-1050,Liebig-Center,237,250,13
05112023-0946,Liebig-Center,244,250,6
11112023-1846,Liebig-Center,244,250,6
01112023-1150,Liebig-Center,237,250,13
04112023-1230,Liebig-Center,241,250,9
17112023-1815,Liebig-Center,235,250,15
03112023-0949,Liebig-Center,242,250,8
08112023-1250,Liebig-Center,234,250,16
27102023-1129,Liebig-Center,242,250,8
29102023-1130,Liebig-Center,239,250,11
18112023-1850,Liebig-Center,241,250,9
08112023-1100,Liebig-Center,234,250,16
09112023-1640,Liebig-Center,243,250,7
15112023-1055,Liebig-Center,236,250,14
03112023-0909,Liebig-Center,242,250,8
13112023-1644,Liebig-Center,241,250,9
15112023-1349,Liebig-Center,235,250,15
20112023-2019,Liebig-Center,238,250,12
31102023-1934,Liebig-Center,243,250,7
18112023-1246,Liebig-Center,234,250,16
18112023-1636,Liebig-Center,240,250,10
16112023-1140,Liebig-Center,239,250,11
13112023-0946,Liebig-Center,241,250,9
14112023-1440,Liebig-Center,231,250,19
01112023-1001,Liebig-Center,240,250,10
29102023-1046,Liebig-Center,244,250,6
30102023-2026,Liebig-Center,245,250,5
05112023-1130,Liebig-Center,234,250,16
04112023-1026,Liebig-Center,242,250,8
07112023-1030,Liebig-Center,237,250,13
31102023-1020,Liebig-Center,242,250,8
